feature_id	gene_id	gene_name	gene_product	ortholog_or_alias	chrom	start	end	strand	annotation_source	display_label	YEAST-CENPK-LOWGROWTH
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1384	CENPK1137D_1384		Rps14bp	YJL191W	CM001531.1	56252	57076	+	reference GFF: annotation.gff	YJL191W (CENPK1137D_1384) — Rps14bp	332.8300704142747
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1385	CENPK1137D_1385		Fip1p	YJR093C	CM001531.1	585564	586547	-	reference GFF: annotation.gff	YJR093C (CENPK1137D_1385) — Fip1p	45.03558434284684
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1386	CENPK1137D_1386		Ime1p	YJR094C	CM001531.1	586892	587974	-	reference GFF: annotation.gff	YJR094C (CENPK1137D_1386) — Ime1p	51.01895785086067
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1387	CENPK1137D_1387		Rpl43ap	YPR043W	CM001531.1	590759	591181	+	reference GFF: annotation.gff	YPR043W (CENPK1137D_1387) — Rpl43ap	654.4411496909895
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1388	CENPK1137D_1388		Sfc1p	YJR095W	CM001531.1	592096	593064	+	reference GFF: annotation.gff	YJR095W (CENPK1137D_1388) — Sfc1p	290.3159987351006
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1389	CENPK1137D_1389		hypothetical protein	YJR096W	CM001531.1	593518	594366	+	reference GFF: annotation.gff	YJR096W (CENPK1137D_1389) — hypothetical protein	335.1491904904134
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1390	CENPK1137D_1390		Jjj3p	YJR097W	CM001531.1	594732	595250	+	reference GFF: annotation.gff	YJR097W (CENPK1137D_1390) — Jjj3p	55.39241770712339
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1391	CENPK1137D_1391		hypothetical protein	YJR098C	CM001531.1	595503	597473	-	reference GFF: annotation.gff	YJR098C (CENPK1137D_1391) — hypothetical protein	11.73981188291077
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1392	CENPK1137D_1392		Yuh1p	YJR099W	CM001531.1	597892	598602	+	reference GFF: annotation.gff	YJR099W (CENPK1137D_1392) — Yuh1p	93.0971135184289
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1393	CENPK1137D_1393		Aim25p	YJR100C	CM001531.1	598667	599650	-	reference GFF: annotation.gff	YJR100C (CENPK1137D_1393) — Aim25p	64.27547005893646
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1394	CENPK1137D_1394		Rsm26p	YJR101W	CM001531.1	600553	601353	+	reference GFF: annotation.gff	YJR101W (CENPK1137D_1394) — Rsm26p	82.81184157406048
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1395	CENPK1137D_1395		Rps22ap	YJL190C	CM001531.1	57376	57768	-	reference GFF: annotation.gff	YJL190C (CENPK1137D_1395) — Rps22ap	628.7488035744402
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1396	CENPK1137D_1396		Vps25p	YJR102C	CM001531.1	601476	602084	-	reference GFF: annotation.gff	YJR102C (CENPK1137D_1396) — Vps25p	49.04854499795241
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1397	CENPK1137D_1397		Ura8p	YJR103W	CM001531.1	603072	604808	+	reference GFF: annotation.gff	YJR103W (CENPK1137D_1397) — Ura8p	102.4532221759025
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1398	CENPK1137D_1398		Sod1p	YJR104C	CM001531.1	604868	605332	-	reference GFF: annotation.gff	YJR104C (CENPK1137D_1398) — Sod1p	1866.5144126440248
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1399	CENPK1137D_1399		Ado1p	YJR105W	CM001531.1	605899	606921	+	reference GFF: annotation.gff	YJR105W (CENPK1137D_1399) — Ado1p	212.3438083098749
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1400	CENPK1137D_1400		Ecm27p	YJR106W	CM001531.1	607156	609333	+	reference GFF: annotation.gff	YJR106W (CENPK1137D_1400) — Ecm27p	21.8275826195637
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1401	CENPK1137D_1401		hypothetical protein	YJR107W	CM001531.1	609658	610644	+	reference GFF: annotation.gff	YJR107W (CENPK1137D_1401) — hypothetical protein	32.96360111339765
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1402	CENPK1137D_1402		Abm1p	YJR108W	CM001531.1	611030	611401	+	reference GFF: annotation.gff	YJR108W (CENPK1137D_1402) — Abm1p	20.357040370572253
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1403	CENPK1137D_1403		Cpa2p	YJR109C	CM001531.1	611903	615259	-	reference GFF: annotation.gff	YJR109C (CENPK1137D_1403) — Cpa2p	85.72151405374125
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1404	CENPK1137D_1404		Ymr1p	YJR110W	CM001531.1	615933	617999	+	reference GFF: annotation.gff	YJR110W (CENPK1137D_1404) — Ymr1p	19.20037791442567
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1405	CENPK1137D_1405		hypothetical protein	YJR111C	CM001531.1	618173	619024	-	reference GFF: annotation.gff	YJR111C (CENPK1137D_1405) — hypothetical protein	38.68050054763142
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1406	CENPK1137D_1406		Rpl39p	YJL189W	CM001531.1	58821	58940	+	reference GFF: annotation.gff	YJL189W (CENPK1137D_1406) — Rpl39p	3230.134531689099
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1407	CENPK1137D_1407		Nnf1p	YJR112W	CM001531.1	619347	619952	+	reference GFF: annotation.gff	YJR112W (CENPK1137D_1407) — Nnf1p	32.16666188368018
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1408	CENPK1137D_1408		hypothetical protein	YJR112W-A	CM001531.1	620246	620485	+	reference GFF: annotation.gff	YJR112W-A (CENPK1137D_1408) — hypothetical protein	193.99505508697192
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1409	CENPK1137D_1409		Rsm7p	YJR113C	CM001531.1	620549	621268	-	reference GFF: annotation.gff	YJR113C (CENPK1137D_1409) — Rsm7p	196.5271190589906
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1410	CENPK1137D_1410		hypothetical protein	YJR115W	CM001531.1	622301	622810	+	reference GFF: annotation.gff	YJR115W (CENPK1137D_1410) — hypothetical protein	149.861523773777
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1411	CENPK1137D_1411		hypothetical protein	YJR116W	CM001531.1	623184	624023	+	reference GFF: annotation.gff	YJR116W (CENPK1137D_1411) — hypothetical protein	40.902571855686844
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1412	CENPK1137D_1412		Ste24p	YJR117W	CM001531.1	624365	625726	+	reference GFF: annotation.gff	YJR117W (CENPK1137D_1412) — Ste24p	265.2360606677138
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1413	CENPK1137D_1413		Ilm1p	YJR118C	CM001531.1	625848	626459	-	reference GFF: annotation.gff	YJR118C (CENPK1137D_1413) — Ilm1p	105.86548009707182
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1414	CENPK1137D_1414		Jhd2p	YJR119C	CM001531.1	626662	628848	-	reference GFF: annotation.gff	YJR119C (CENPK1137D_1414) — Jhd2p	24.68742334225269
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1415	CENPK1137D_1415		Atp2p	YJR121W	CM001531.1	629965	631500	+	reference GFF: annotation.gff	YJR121W (CENPK1137D_1415) — Atp2p	772.4925456941214
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1416	CENPK1137D_1416		Iba57p	YJR122W	CM001531.1	632134	633627	+	reference GFF: annotation.gff	YJR122W (CENPK1137D_1416) — Iba57p	40.175102132493336
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1417	CENPK1137D_1417		Ree1p	YJL217W	CM001531.1	5600	6196	+	reference GFF: annotation.gff	YJL217W (CENPK1137D_1417) — Ree1p	212.58766707478304
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1418	CENPK1137D_1418		Swe1p	YJL187C	CM001531.1	59267	60223	-	reference GFF: annotation.gff	YJL187C (CENPK1137D_1418) — Swe1p	21.101550728952642
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1419	CENPK1137D_1419		Rps5p	YJR123W	CM001531.1	634259	634936	+	reference GFF: annotation.gff	YJR123W (CENPK1137D_1419) — Rps5p	1697.741136745778
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1420	CENPK1137D_1420		hypothetical protein	YJR124C	CM001531.1	635250	636596	-	reference GFF: annotation.gff	YJR124C (CENPK1137D_1420) — hypothetical protein	17.386521157873887
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1421	CENPK1137D_1421		Ent3p	YJR125C	CM001531.1	637095	638321	-	reference GFF: annotation.gff	YJR125C (CENPK1137D_1421) — Ent3p	122.40769670259338
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1422	CENPK1137D_1422		Vps70p	YJR126C	CM001531.1	638612	641047	-	reference GFF: annotation.gff	YJR126C (CENPK1137D_1422) — Vps70p	60.792562814363556
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1423	CENPK1137D_1423		Rsf2p	YJR127C	CM001531.1	641275	644778	-	reference GFF: annotation.gff	YJR127C (CENPK1137D_1423) — Rsf2p	26.414576736549233
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1424	CENPK1137D_1424		hypothetical protein	YJR129C	CM001531.1	646360	647379	-	reference GFF: annotation.gff	YJR129C (CENPK1137D_1424) — hypothetical protein	26.1226509330437
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1425	CENPK1137D_1425		Str2p	YJR130C	CM001531.1	647578	649497	-	reference GFF: annotation.gff	YJR130C (CENPK1137D_1425) — Str2p	58.2131245874686
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1426	CENPK1137D_1426		Mns1p	YJR131W	CM001531.1	650004	651653	+	reference GFF: annotation.gff	YJR131W (CENPK1137D_1426) — Mns1p	27.962485486796826
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1427	CENPK1137D_1427		Nmd5p	YJR132W	CM001531.1	651882	655028	+	reference GFF: annotation.gff	YJR132W (CENPK1137D_1427) — Nmd5p	23.43974157275368
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1428	CENPK1137D_1428		Xpt1p	YJR133W	CM001531.1	655351	655980	+	reference GFF: annotation.gff	YJR133W (CENPK1137D_1428) — Xpt1p	120.87127356537664
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1429	CENPK1137D_1429		Mnn5p	YJL186W	CM001531.1	62632	64392	+	reference GFF: annotation.gff	YJL186W (CENPK1137D_1429) — Mnn5p	78.99800687435649
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1430	CENPK1137D_1430		Sgm1p	YJR134C	CM001531.1	656089	658212	-	reference GFF: annotation.gff	YJR134C (CENPK1137D_1430) — Sgm1p	38.096503568573546
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1431	CENPK1137D_1431		Mcm22p	YJR135C	CM001531.1	658419	659138	-	reference GFF: annotation.gff	YJR135C (CENPK1137D_1431) — Mcm22p	28.631800298980792
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1432	CENPK1137D_1432		Tim8p	YJR135W-A	CM001531.1	659331	659594	+	reference GFF: annotation.gff	YJR135W-A (CENPK1137D_1432) — Tim8p	196.01362356816165
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1433	CENPK1137D_1433		Tti2p	YJR136C	CM001531.1	659801	661066	-	reference GFF: annotation.gff	YJR136C (CENPK1137D_1433) — Tti2p	24.591390526641785
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1434	CENPK1137D_1434		Met5p	YJR137C	CM001531.1	661317	665645	-	reference GFF: annotation.gff	YJR137C (CENPK1137D_1434) — Met5p	103.30723821228422
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1435	CENPK1137D_1435		Iml1p	YJR138W	CM001531.1	666927	671681	+	reference GFF: annotation.gff	YJR138W (CENPK1137D_1435) — Iml1p	12.947258436878972
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1436	CENPK1137D_1436		Hom6p	YJR139C	CM001531.1	671805	672884	-	reference GFF: annotation.gff	YJR139C (CENPK1137D_1436) — Hom6p	286.44785242427037
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1437	CENPK1137D_1437		Hir3p	YJR140C	CM001531.1	673110	678056	-	reference GFF: annotation.gff	YJR140C (CENPK1137D_1437) — Hir3p	9.60996057113599
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1438	CENPK1137D_1438		hypothetical protein	YJR141W	CM001531.1	678266	679309	+	reference GFF: annotation.gff	YJR141W (CENPK1137D_1438) — hypothetical protein	36.67127131889165
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1439	CENPK1137D_1439		hypothetical protein	YJR142W	CM001531.1	679500	680528	+	reference GFF: annotation.gff	YJR142W (CENPK1137D_1439) — hypothetical protein	39.250114766973134
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1440	CENPK1137D_1440		hypothetical protein	YJL185C	CM001531.1	64572	65453	-	reference GFF: annotation.gff	YJL185C (CENPK1137D_1440) — hypothetical protein	123.70146123896741
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1441	CENPK1137D_1441		Pmt4p	YJR143C	CM001531.1	680685	682973	-	reference GFF: annotation.gff	YJR143C (CENPK1137D_1441) — Pmt4p	46.684530618286274
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1442	CENPK1137D_1442		Mgm101p	YJR144W	CM001531.1	683241	684050	+	reference GFF: annotation.gff	YJR144W (CENPK1137D_1442) — Mgm101p	149.5865485007976
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1443	CENPK1137D_1443		Hms2p	YJR147W	CM001531.1	686555	687631	+	reference GFF: annotation.gff	YJR147W (CENPK1137D_1443) — Hms2p	11.198157356431576
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1444	CENPK1137D_1444		Bat2p	YJR148W	CM001531.1	688103	689233	+	reference GFF: annotation.gff	YJR148W (CENPK1137D_1444) — Bat2p	203.47440823094234
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1445	CENPK1137D_1445		hypothetical protein	YJR149W	CM001531.1	689519	690733	+	reference GFF: annotation.gff	YJR149W (CENPK1137D_1445) — hypothetical protein	51.70893034595473
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1446	CENPK1137D_1446		Dan1p	YJR150C	CM001531.1	691170	692066	-	reference GFF: annotation.gff	YJR150C (CENPK1137D_1446) — Dan1p	3.1268091241805513
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1447	CENPK1137D_1447		Dal5p	YJR152W	CM001531.1	702033	703664	+	reference GFF: annotation.gff	YJR152W (CENPK1137D_1447) — Dal5p	28.01310593477713
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1448	CENPK1137D_1448		Pgu1p	YJR153W	CM001531.1	705181	706266	+	reference GFF: annotation.gff	YJR153W (CENPK1137D_1448) — Pgu1p	0.9039242399046816
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1449	CENPK1137D_1449		hypothetical protein	YJR154W	CM001531.1	708149	709189	+	reference GFF: annotation.gff	YJR154W (CENPK1137D_1449) — hypothetical protein	19.533546048825336
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1450	CENPK1137D_1450		Aad10p	YJR155W	CM001531.1	709770	710636	+	reference GFF: annotation.gff	YJR155W (CENPK1137D_1450) — Aad10p	140.72263970122611
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1451	CENPK1137D_1451		Gon7p	YJL184W	CM001531.1	65925	66296	+	reference GFF: annotation.gff	YJL184W (CENPK1137D_1451) — Gon7p	100.27727293652258
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1452	CENPK1137D_1452		Mnn11p	YJL183W	CM001531.1	66545	67813	+	reference GFF: annotation.gff	YJL183W (CENPK1137D_1452) — Mnn11p	77.24659973556261
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1453	CENPK1137D_1453		hypothetical protein	YJL181W	CM001531.1	68135	69970	+	reference GFF: annotation.gff	YJL181W (CENPK1137D_1453) — hypothetical protein	13.901527689514483
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1454	CENPK1137D_1454		Atp12p	YJL180C	CM001531.1	70058	71035	-	reference GFF: annotation.gff	YJL180C (CENPK1137D_1454) — Atp12p	62.08874185280422
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1455	CENPK1137D_1455		Pfd1p	YJL179W	CM001531.1	71262	71591	+	reference GFF: annotation.gff	YJL179W (CENPK1137D_1455) — Pfd1p	149.5865485007976
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1456	CENPK1137D_1456		Atg27p	YJL178C	CM001531.1	71757	72572	-	reference GFF: annotation.gff	YJL178C (CENPK1137D_1456) — Atg27p	135.59718148797026
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1457	CENPK1137D_1457		Rpl17bp	YJL177W	CM001531.1	73261	74131	+	reference GFF: annotation.gff	YJL177W (CENPK1137D_1457) — Rpl17bp	384.4855171712522
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1458	CENPK1137D_1458		Ima5p	YJL216C	CM001531.1	6808	8553	-	reference GFF: annotation.gff	YJL216C (CENPK1137D_1458) — Ima5p	50.92239677271568
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1459	CENPK1137D_1459		Swi3p	YJL176C	CM001531.1	74529	77006	-	reference GFF: annotation.gff	YJL176C (CENPK1137D_1459) — Swi3p	32.2014021250582
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1460	CENPK1137D_1460		Kre9p	YJL174W	CM001531.1	77568	78398	+	reference GFF: annotation.gff	YJL174W (CENPK1137D_1460) — Kre9p	301.06317974438514
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1461	CENPK1137D_1461		Rfa3p	YJL173C	CM001531.1	78637	79005	-	reference GFF: annotation.gff	YJL173C (CENPK1137D_1461) — Rfa3p	247.41067854171555
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1462	CENPK1137D_1462		Cps1p	YJL172W	CM001531.1	80214	81944	+	reference GFF: annotation.gff	YJL172W (CENPK1137D_1462) — Cps1p	62.94884542088374
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1463	CENPK1137D_1463		hypothetical protein	YJL171C	CM001531.1	82165	83355	-	reference GFF: annotation.gff	YJL171C (CENPK1137D_1463) — hypothetical protein	51.10245753254578
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1464	CENPK1137D_1464		Asg7p	YJL170C	CM001531.1	83614	84243	-	reference GFF: annotation.gff	YJL170C (CENPK1137D_1464) — Asg7p	41.84861773534219
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1465	CENPK1137D_1465		Set2p	YJL168C	CM001531.1	84691	86892	-	reference GFF: annotation.gff	YJL168C (CENPK1137D_1465) — Set2p	17.513752059655715
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1466	CENPK1137D_1466		Erg20p	YJL167W	CM001531.1	87476	88534	+	reference GFF: annotation.gff	YJL167W (CENPK1137D_1466) — Erg20p	377.54182876750525
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1467	CENPK1137D_1467		Qcr8p	YJL166W	CM001531.1	88900	89184	+	reference GFF: annotation.gff	YJL166W (CENPK1137D_1467) — Qcr8p	1322.6600077965263
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1468	CENPK1137D_1468		Hal5p	YJL165C	CM001531.1	89359	91926	-	reference GFF: annotation.gff	YJL165C (CENPK1137D_1468) — Hal5p	31.40050576371153
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1469	CENPK1137D_1469		Hxt8p	YJL214W	CM001531.1	9354	11063	+	reference GFF: annotation.gff	YJL214W (CENPK1137D_1469) — Hxt8p	13.941728752815564
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1470	CENPK1137D_1470		Tpk1p	YJL164C	CM001531.1	92436	93629	-	reference GFF: annotation.gff	YJL164C (CENPK1137D_1470) — Tpk1p	50.85660764827682
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1471	CENPK1137D_1471		hypothetical protein	YJL163C	CM001531.1	94133	95800	-	reference GFF: annotation.gff	YJL163C (CENPK1137D_1471) — hypothetical protein	101.14243359176008
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1472	CENPK1137D_1472		Jjj2p	YJL162C	CM001531.1	96343	98073	-	reference GFF: annotation.gff	YJL162C (CENPK1137D_1472) — Jjj2p	14.906805093233729
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1473	CENPK1137D_1473		Fmp33p	YJL161W	CM001531.1	99691	100233	+	reference GFF: annotation.gff	YJL161W (CENPK1137D_1473) — Fmp33p	119.83452780450637
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1474	CENPK1137D_1474		hypothetical protein	YJL160C	CM001531.1	100408	101271	-	reference GFF: annotation.gff	YJL160C (CENPK1137D_1474) — hypothetical protein	5.843224550812406
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1475	CENPK1137D_1475		Cis3p	YJL158C	CM001531.1	104677	105354	-	reference GFF: annotation.gff	YJL158C (CENPK1137D_1475) — Cis3p	215.32023919984832
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1476	CENPK1137D_1476		Far1p	YJL157C	CM001531.1	106240	108732	-	reference GFF: annotation.gff	YJL157C (CENPK1137D_1476) — Far1p	16.031951836164
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1477	CENPK1137D_1477		Ssy5p	YJL156C	CM001531.1	109256	111355	-	reference GFF: annotation.gff	YJL156C (CENPK1137D_1477) — Ssy5p	30.384767664224512
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1478	CENPK1137D_1478		Fbp26p	YJL155C	CM001531.1	111686	113044	-	reference GFF: annotation.gff	YJL155C (CENPK1137D_1478) — Fbp26p	85.13307292574366
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1479	CENPK1137D_1479		Vps35p	YJL154C	CM001531.1	113500	116334	-	reference GFF: annotation.gff	YJL154C (CENPK1137D_1479) — Vps35p	33.9834519907566
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1480	CENPK1137D_1480		hypothetical protein	YJL213W	CM001531.1	14299	15624	+	reference GFF: annotation.gff	YJL213W (CENPK1137D_1480) — hypothetical protein	12.37388728407333
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1481	CENPK1137D_1481		Ino1p	YJL153C	CM001531.1	116726	118327	-	reference GFF: annotation.gff	YJL153C (CENPK1137D_1481) — Ino1p	241.60748704482756
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1482	CENPK1137D_1482		Sna3p	YJL151C	CM001531.1	118765	119166	-	reference GFF: annotation.gff	YJL151C (CENPK1137D_1482) — Sna3p	593.3925349810091
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1483	CENPK1137D_1483		Das1p	YJL149W	CM001531.1	119767	121758	+	reference GFF: annotation.gff	YJL149W (CENPK1137D_1483) — Das1p	43.36658220843906
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1484	CENPK1137D_1484		Rpa34p	YJL148W	CM001531.1	122825	123526	+	reference GFF: annotation.gff	YJL148W (CENPK1137D_1484) — Rpa34p	77.31035559536416
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1485	CENPK1137D_1485		hypothetical protein	YJL147C	CM001531.1	123807	124955	-	reference GFF: annotation.gff	YJL147C (CENPK1137D_1485) — hypothetical protein	27.70573311821235
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1486	CENPK1137D_1486		Ids2p	YJL146W	CM001531.1	125680	127089	+	reference GFF: annotation.gff	YJL146W (CENPK1137D_1486) — Ids2p	38.39122853810365
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1487	CENPK1137D_1487		Sfh5p	YJL145W	CM001531.1	127549	128433	+	reference GFF: annotation.gff	YJL145W (CENPK1137D_1487) — Sfh5p	60.2149241846431
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1488	CENPK1137D_1488		hypothetical protein	YJL144W	CM001531.1	128748	129062	+	reference GFF: annotation.gff	YJL144W (CENPK1137D_1488) — hypothetical protein	852.1090887813292
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1489	CENPK1137D_1489		Tim17p	YJL143W	CM001531.1	129490	129966	+	reference GFF: annotation.gff	YJL143W (CENPK1137D_1489) — Tim17p	315.7546247835233
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1490	CENPK1137D_1490		Yak1p	YJL141C	CM001531.1	130355	132778	-	reference GFF: annotation.gff	YJL141C (CENPK1137D_1490) — Yak1p	80.18523987550489
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1491	CENPK1137D_1491		Opt1p	YJL212C	CM001531.1	16313	18130	-	reference GFF: annotation.gff	YJL212C (CENPK1137D_1491) — Opt1p	6.093923953982576
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1492	CENPK1137D_1492		Rpb4p	YJL140W	CM001531.1	133349	134014	+	reference GFF: annotation.gff	YJL140W (CENPK1137D_1492) — Rpb4p	212.0406170330844
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1493	CENPK1137D_1493		Yur1p	YJL139C	CM001531.1	134101	135387	-	reference GFF: annotation.gff	YJL139C (CENPK1137D_1493) — Yur1p	42.27824943058674
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1494	CENPK1137D_1494		Tif1p	YKR059W	CM001531.1	135892	137001	-	reference GFF: annotation.gff	YKR059W (CENPK1137D_1494) — Tif1p	156.0298880054772
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1495	CENPK1137D_1495		Glg2p	YJL137C	CM001531.1	137455	138597	-	reference GFF: annotation.gff	YJL137C (CENPK1137D_1495) — Glg2p	95.45467087731343
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1496	CENPK1137D_1496		Rps21bp	YJL136C	CM001531.1	139020	139743	-	reference GFF: annotation.gff	YJL136C (CENPK1137D_1496) — Rps21bp	395.72511902684244
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_1497	CENPK1137D_1497		Lcb3p	YJL134W	CM001531.1	140657	141886	+	reference GFF: annotation.gff	YJL134W (CENPK1137D_1497) — Lcb3p	56.893054650836895
