feature_id	gene_id	gene_name	gene_product	ortholog_or_alias	chrom	start	end	strand	annotation_source	display_label	ECOLI-B36-RPMI
RNA:GENE:EC_B36_GCF900622635:EW036_RS06890	EW036_RS06890	yphH	ROK family protein		NZ_LR130545.1	1396126	1397319	-	reference GFF: annotation.gff	yphH (EW036_RS06890) — ROK family protein	2.977743359816244
RNA:GENE:EC_B36_GCF900622635:EW036_RS06895	EW036_RS06895	yphG	DUF5107 domain-containing protein		NZ_LR130545.1	1397437	1400718	+	reference GFF: annotation.gff	yphG (EW036_RS06895) — DUF5107 domain-containing protein	1.2297039874175684
RNA:GENE:EC_B36_GCF900622635:EW036_RS06900	EW036_RS06900	yphF	ABC transporter substrate-binding protein		NZ_LR130545.1	1400815	1401798	+	reference GFF: annotation.gff	yphF (EW036_RS06900) — ABC transporter substrate-binding protein	0.2441376601035895
RNA:GENE:EC_B36_GCF900622635:EW036_RS06905	EW036_RS06905	yphE	sugar ABC transporter ATP-binding protein		NZ_LR130545.1	1401821	1403350	+	reference GFF: annotation.gff	yphE (EW036_RS06905) — sugar ABC transporter ATP-binding protein	0.43963926870418946
RNA:GENE:EC_B36_GCF900622635:EW036_RS06910	EW036_RS06910	yphD	ABC transporter permease		NZ_LR130545.1	1403353	1404351	+	reference GFF: annotation.gff	yphD (EW036_RS06910) — ABC transporter permease	0.480943858942807
RNA:GENE:EC_B36_GCF900622635:EW036_RS06915	EW036_RS06915	yphC	zinc-dependent alcohol dehydrogenase family protein		NZ_LR130545.1	1404384	1405478	+	reference GFF: annotation.gff	yphC (EW036_RS06915) — zinc-dependent alcohol dehydrogenase family protein	1.4479704290198647
RNA:GENE:EC_B36_GCF900622635:EW036_RS06920	EW036_RS06920	yphB	aldose 1-epimerase		NZ_LR130545.1	1405490	1406362	+	reference GFF: annotation.gff	yphB (EW036_RS06920) — aldose 1-epimerase	2.256469589740943
RNA:GENE:EC_B36_GCF900622635:EW036_RS06925	EW036_RS06925	yphA	DoxX family protein		NZ_LR130545.1	1406410	1406832	-	reference GFF: annotation.gff	yphA (EW036_RS06925) — DoxX family protein	1.0222615214550304
RNA:GENE:EC_B36_GCF900622635:EW036_RS06930	EW036_RS06930	hcaT	3-phenylpropionate MFS transporter		NZ_LR130545.1	1407202	1408341	+	reference GFF: annotation.gff	hcaT (EW036_RS06930) — 3-phenylpropionate MFS transporter	9.272091343723696
RNA:GENE:EC_B36_GCF900622635:EW036_RS06935	EW036_RS06935	csiE	stationary phase inducible protein CsiE		NZ_LR130545.1	1408333	1409613	-	reference GFF: annotation.gff	csiE (EW036_RS06935) — stationary phase inducible protein CsiE	3.825700026428896
RNA:GENE:EC_B36_GCF900622635:EW036_RS06940	EW036_RS06940	yfhR	alpha/beta hydrolase		NZ_LR130545.1	1409804	1410658	-	reference GFF: annotation.gff	yfhR (EW036_RS06940) — alpha/beta hydrolase	5.057504369303834
RNA:GENE:EC_B36_GCF900622635:EW036_RS06945	EW036_RS06945	suhB	inositol-1-monophosphatase		NZ_LR130545.1	1410803	1411606	-	reference GFF: annotation.gff	suhB (EW036_RS06945) — inositol-1-monophosphatase	115.15572604062267
RNA:GENE:EC_B36_GCF900622635:EW036_RS06950	EW036_RS06950	trmJ	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ		NZ_LR130545.1	1411725	1412465	+	reference GFF: annotation.gff	trmJ (EW036_RS06950) — tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	331.91493418546577
RNA:GENE:EC_B36_GCF900622635:EW036_RS06955	EW036_RS06955	iscR	Fe-S cluster assembly transcriptional regulator IscR		NZ_LR130545.1	1412736	1413224	+	reference GFF: annotation.gff	iscR (EW036_RS06955) — Fe-S cluster assembly transcriptional regulator IscR	276.5855022415292
RNA:GENE:EC_B36_GCF900622635:EW036_RS06960	EW036_RS06960	iscS	cysteine desulfurase		NZ_LR130545.1	1413336	1414550	+	reference GFF: annotation.gff	iscS (EW036_RS06960) — cysteine desulfurase	257.47276050296625
RNA:GENE:EC_B36_GCF900622635:EW036_RS06965	EW036_RS06965	iscU	Fe-S cluster assembly scaffold IscU		NZ_LR130545.1	1414578	1414964	+	reference GFF: annotation.gff	iscU (EW036_RS06965) — Fe-S cluster assembly scaffold IscU	310.9973132519586
RNA:GENE:EC_B36_GCF900622635:EW036_RS06970	EW036_RS06970	iscA	iron-sulfur cluster assembly protein IscA		NZ_LR130545.1	1414981	1415304	+	reference GFF: annotation.gff	iscA (EW036_RS06970) — iron-sulfur cluster assembly protein IscA	366.72370030938157
RNA:GENE:EC_B36_GCF900622635:EW036_RS06975	EW036_RS06975	hscB	co-chaperone HscB		NZ_LR130545.1	1415400	1415915	+	reference GFF: annotation.gff	hscB (EW036_RS06975) — co-chaperone HscB	71.23142055022404
RNA:GENE:EC_B36_GCF900622635:EW036_RS06980	EW036_RS06980	hscA	Fe-S protein assembly chaperone HscA		NZ_LR130545.1	1415932	1417782	+	reference GFF: annotation.gff	hscA (EW036_RS06980) — Fe-S protein assembly chaperone HscA	38.31243990620117
RNA:GENE:EC_B36_GCF900622635:EW036_RS06985	EW036_RS06985	fdx	ISC system 2Fe-2S type ferredoxin		NZ_LR130545.1	1417784	1418119	+	reference GFF: annotation.gff	fdx (EW036_RS06985) — ISC system 2Fe-2S type ferredoxin	61.48781353751832
RNA:GENE:EC_B36_GCF900622635:EW036_RS06990	EW036_RS06990	iscX	Fe-S cluster assembly protein IscX		NZ_LR130545.1	1418131	1418331	+	reference GFF: annotation.gff	iscX (EW036_RS06990) — Fe-S cluster assembly protein IscX	63.34461318269851
RNA:GENE:EC_B36_GCF900622635:EW036_RS06995	EW036_RS06995	pepB	aminopeptidase PepB		NZ_LR130545.1	1418390	1419673	+	reference GFF: annotation.gff	pepB (EW036_RS06995) — aminopeptidase PepB	27.278618776957707
RNA:GENE:EC_B36_GCF900622635:EW036_RS07000	EW036_RS07000	sseB	enhanced serine sensitivity protein SseB		NZ_LR130545.1	1419815	1420591	+	reference GFF: annotation.gff	sseB (EW036_RS07000) — enhanced serine sensitivity protein SseB	27.145845524043292
RNA:GENE:EC_B36_GCF900622635:EW036_RS07005	EW036_RS07005	sseA	3-mercaptopyruvate sulfurtransferase		NZ_LR130545.1	1421084	1421929	-	reference GFF: annotation.gff	sseA (EW036_RS07005) — 3-mercaptopyruvate sulfurtransferase	16.980899717503004
RNA:GENE:EC_B36_GCF900622635:EW036_RS07010	EW036_RS07010	yfhM	alpha2-macroglobulin		NZ_LR130545.1	1422136	1427097	+	reference GFF: annotation.gff	yfhM (EW036_RS07010) — alpha2-macroglobulin	37.66627851020217
RNA:GENE:EC_B36_GCF900622635:EW036_RS07015	EW036_RS07015	pbpC	peptidoglycan glycosyltransferase PbpC		NZ_LR130545.1	1427098	1429410	+	reference GFF: annotation.gff	pbpC (EW036_RS07015) — peptidoglycan glycosyltransferase PbpC	31.096108252509502
RNA:GENE:EC_B36_GCF900622635:EW036_RS07020	EW036_RS07020	ndk	nucleoside-diphosphate kinase		NZ_LR130545.1	1429559	1429990	+	reference GFF: annotation.gff	ndk (EW036_RS07020) — nucleoside-diphosphate kinase	46.37801749767856
RNA:GENE:EC_B36_GCF900622635:EW036_RS07025	EW036_RS07025	rlmN	bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN		NZ_LR130545.1	1430140	1431294	+	reference GFF: annotation.gff	rlmN (EW036_RS07025) — bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	84.98577796678221
RNA:GENE:EC_B36_GCF900622635:EW036_RS07030	EW036_RS07030	rodZ	cytoskeleton protein RodZ		NZ_LR130545.1	1431579	1432586	+	reference GFF: annotation.gff	rodZ (EW036_RS07030) — cytoskeleton protein RodZ	161.63191915172456
RNA:GENE:EC_B36_GCF900622635:EW036_RS07035	EW036_RS07035	ispG	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase		NZ_LR130545.1	1432613	1433731	+	reference GFF: annotation.gff	ispG (EW036_RS07035) — flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	156.8052337699975
RNA:GENE:EC_B36_GCF900622635:EW036_RS07040	EW036_RS07040	hisS	histidine--tRNA ligase		NZ_LR130545.1	1433842	1435116	+	reference GFF: annotation.gff	hisS (EW036_RS07040) — histidine--tRNA ligase	275.9552884046383
RNA:GENE:EC_B36_GCF900622635:EW036_RS07045	EW036_RS07045	yfgM	ancillary SecYEG translocon subunit YfgM		NZ_LR130545.1	1435134	1435754	+	reference GFF: annotation.gff	yfgM (EW036_RS07045) — ancillary SecYEG translocon subunit YfgM	227.7750115953134
RNA:GENE:EC_B36_GCF900622635:EW036_RS07050	EW036_RS07050	bamB	outer membrane protein assembly factor BamB		NZ_LR130545.1	1435765	1436943	+	reference GFF: annotation.gff	bamB (EW036_RS07050) — outer membrane protein assembly factor BamB	237.46033979590135
RNA:GENE:EC_B36_GCF900622635:EW036_RS07055	EW036_RS07055	der	ribosome biogenesis GTPase Der		NZ_LR130545.1	1437061	1438533	+	reference GFF: annotation.gff	der (EW036_RS07055) — ribosome biogenesis GTPase Der	117.78354286271782
RNA:GENE:EC_B36_GCF900622635:EW036_RS07060	EW036_RS07060		zinc ribbon domain-containing protein		NZ_LR130545.1	1438596	1438811	+	reference GFF: annotation.gff	EW036_RS07060 — zinc ribbon domain-containing protein	79.85471597921631
RNA:GENE:EC_B36_GCF900622635:EW036_RS07065	EW036_RS07065	sinH	intimin-like inverse autotransporter SinH		NZ_LR130545.1	1439017	1441191	+	reference GFF: annotation.gff	sinH (EW036_RS07065) — intimin-like inverse autotransporter SinH	5.522562242343268
RNA:GENE:EC_B36_GCF900622635:EW036_RS07070	EW036_RS07070		SinI family autotransporter-associated protein		NZ_LR130545.1	1441247	1442239	+	reference GFF: annotation.gff	EW036_RS07070 — SinI family autotransporter-associated protein	6.048123301659922
RNA:GENE:EC_B36_GCF900622635:EW036_RS07075	EW036_RS07075		adhesion domain-containing protein		NZ_LR130545.1	1442349	1450430	+	reference GFF: annotation.gff	EW036_RS07075 — adhesion domain-containing protein	4.714267404868897
RNA:GENE:EC_B36_GCF900622635:EW036_RS07080	EW036_RS07080	xseA	exodeoxyribonuclease VII large subunit		NZ_LR130545.1	1450484	1451851	-	reference GFF: annotation.gff	xseA (EW036_RS07080) — exodeoxyribonuclease VII large subunit	28.16748961237274
RNA:GENE:EC_B36_GCF900622635:EW036_RS07085	EW036_RS07085	guaB	IMP dehydrogenase		NZ_LR130545.1	1452013	1453479	+	reference GFF: annotation.gff	guaB (EW036_RS07085) — IMP dehydrogenase	44.509141213290484
RNA:GENE:EC_B36_GCF900622635:EW036_RS07090	EW036_RS07090	guaA	glutamine-hydrolyzing GMP synthase		NZ_LR130545.1	1453548	1455125	+	reference GFF: annotation.gff	guaA (EW036_RS07090) — glutamine-hydrolyzing GMP synthase	128.88463368504418
RNA:GENE:EC_B36_GCF900622635:EW036_RS07095	EW036_RS07095	yfgI	DUF5384 family protein		NZ_LR130545.1	1455218	1455757	-	reference GFF: annotation.gff	yfgI (EW036_RS07095) — DUF5384 family protein	5.605400675978415
RNA:GENE:EC_B36_GCF900622635:EW036_RS07100	EW036_RS07100	yfgH	glycine zipper 2TM domain-containing protein		NZ_LR130545.1	1455773	1456291	-	reference GFF: annotation.gff	yfgH (EW036_RS07100) — glycine zipper 2TM domain-containing protein	4.073288682791913
RNA:GENE:EC_B36_GCF900622635:EW036_RS07105	EW036_RS07105	yfgG	YfgG family protein		NZ_LR130545.1	1456593	1456784	-	reference GFF: annotation.gff	yfgG (EW036_RS07105) — YfgG family protein	526.7575188810074
RNA:GENE:EC_B36_GCF900622635:EW036_RS07110	EW036_RS07110	pdeF	cyclic-guanylate-specific phosphodiesterase PdeF		NZ_LR130545.1	1457136	1459379	+	reference GFF: annotation.gff	pdeF (EW036_RS07110) — cyclic-guanylate-specific phosphodiesterase PdeF	5.8880259201453935
RNA:GENE:EC_B36_GCF900622635:EW036_RS07115	EW036_RS07115	ppx	exopolyphosphatase		NZ_LR130545.1	1459418	1460959	-	reference GFF: annotation.gff	ppx (EW036_RS07115) — exopolyphosphatase	104.19377354347871
RNA:GENE:EC_B36_GCF900622635:EW036_RS07120	EW036_RS07120	ppk1	polyphosphate kinase 1		NZ_LR130545.1	1460964	1463030	-	reference GFF: annotation.gff	ppk1 (EW036_RS07120) — polyphosphate kinase 1	127.82126608834876
RNA:GENE:EC_B36_GCF900622635:EW036_RS07125	EW036_RS07125	purN	phosphoribosylglycinamide formyltransferase		NZ_LR130545.1	1463202	1463840	-	reference GFF: annotation.gff	purN (EW036_RS07125) — phosphoribosylglycinamide formyltransferase	126.46926810188727
RNA:GENE:EC_B36_GCF900622635:EW036_RS07130	EW036_RS07130	purM	phosphoribosylformylglycinamidine cyclo-ligase		NZ_LR130545.1	1463840	1464877	-	reference GFF: annotation.gff	purM (EW036_RS07130) — phosphoribosylformylglycinamidine cyclo-ligase	146.3143809807413
RNA:GENE:EC_B36_GCF900622635:EW036_RS07135	EW036_RS07135	upp	uracil phosphoribosyltransferase		NZ_LR130545.1	1465202	1465828	+	reference GFF: annotation.gff	upp (EW036_RS07135) — uracil phosphoribosyltransferase	14.406224567107891
RNA:GENE:EC_B36_GCF900622635:EW036_RS07140	EW036_RS07140	uraA	uracil permease		NZ_LR130545.1	1465914	1467203	+	reference GFF: annotation.gff	uraA (EW036_RS07140) — uracil permease	5.735758831233728
RNA:GENE:EC_B36_GCF900622635:EW036_RS07145	EW036_RS07145	hda	DnaA inactivator Hda		NZ_LR130545.1	1467298	1467999	+	reference GFF: annotation.gff	hda (EW036_RS07145) — DnaA inactivator Hda	103.27899413982212
RNA:GENE:EC_B36_GCF900622635:EW036_RS07150	EW036_RS07150	arsC	arsenate reductase (glutaredoxin)		NZ_LR130545.1	1468137	1468496	-	reference GFF: annotation.gff	arsC (EW036_RS07150) — arsenate reductase (glutaredoxin)	113.57609464899126
RNA:GENE:EC_B36_GCF900622635:EW036_RS07155	EW036_RS07155	bepA	beta-barrel assembly-enhancing protease		NZ_LR130545.1	1468517	1469980	-	reference GFF: annotation.gff	bepA (EW036_RS07155) — beta-barrel assembly-enhancing protease	64.09454051631057
RNA:GENE:EC_B36_GCF900622635:EW036_RS07160	EW036_RS07160	yfgO	AI-2E family transporter		NZ_LR130545.1	1470193	1471254	+	reference GFF: annotation.gff	yfgO (EW036_RS07160) — AI-2E family transporter	35.604926004802365
RNA:GENE:EC_B36_GCF900622635:EW036_RS07165	EW036_RS07165	bcp	thioredoxin-dependent thiol peroxidase		NZ_LR130545.1	1471352	1471822	-	reference GFF: annotation.gff	bcp (EW036_RS07165) — thioredoxin-dependent thiol peroxidase	139.3444462854689
RNA:GENE:EC_B36_GCF900622635:EW036_RS07170	EW036_RS07170	gcvR	glycine cleavage system transcriptional repressor		NZ_LR130545.1	1471822	1472394	-	reference GFF: annotation.gff	gcvR (EW036_RS07170) — glycine cleavage system transcriptional repressor	68.42194392817333
RNA:GENE:EC_B36_GCF900622635:EW036_RS07175	EW036_RS07175	dapA	4-hydroxy-tetrahydrodipicolinate synthase		NZ_LR130545.1	1472540	1473418	+	reference GFF: annotation.gff	dapA (EW036_RS07175) — 4-hydroxy-tetrahydrodipicolinate synthase	384.2063515499979
RNA:GENE:EC_B36_GCF900622635:EW036_RS07180	EW036_RS07180	bamC	outer membrane protein assembly factor BamC		NZ_LR130545.1	1473435	1474469	+	reference GFF: annotation.gff	bamC (EW036_RS07180) — outer membrane protein assembly factor BamC	309.8637640758255
RNA:GENE:EC_B36_GCF900622635:EW036_RS07185	EW036_RS07185	purC	phosphoribosylaminoimidazolesuccinocarboxamide synthase		NZ_LR130545.1	1474682	1475395	+	reference GFF: annotation.gff	purC (EW036_RS07185) — phosphoribosylaminoimidazolesuccinocarboxamide synthase	792.4946429891693
RNA:GENE:EC_B36_GCF900622635:EW036_RS07190	EW036_RS07190	ypfJ	KPN_02809 family neutral zinc metallopeptidase		NZ_LR130545.1	1475563	1476426	+	reference GFF: annotation.gff	ypfJ (EW036_RS07190) — KPN_02809 family neutral zinc metallopeptidase	157.2626300760611
RNA:GENE:EC_B36_GCF900622635:EW036_RS07195	EW036_RS07195	tmcA	tRNA cytosine(34) acetyltransferase TmcA		NZ_LR130545.1	1476441	1478456	+	reference GFF: annotation.gff	tmcA (EW036_RS07195) — tRNA cytosine(34) acetyltransferase TmcA	59.50971721053617
RNA:GENE:EC_B36_GCF900622635:EW036_RS07200	EW036_RS07200	ypfH	esterase		NZ_LR130545.1	1478530	1479228	+	reference GFF: annotation.gff	ypfH (EW036_RS07200) — esterase	41.92880947083793
RNA:GENE:EC_B36_GCF900622635:EW036_RS07205	EW036_RS07205	ypfN	YpfN family protein		NZ_LR130545.1	1479309	1479509	-	reference GFF: annotation.gff	ypfN (EW036_RS07205) — YpfN family protein	29.87953452014081
RNA:GENE:EC_B36_GCF900622635:EW036_RS07210	EW036_RS07210	dapE	succinyl-diaminopimelate desuccinylase		NZ_LR130545.1	1479537	1480664	-	reference GFF: annotation.gff	dapE (EW036_RS07210) — succinyl-diaminopimelate desuccinylase	13.37458823903665
RNA:GENE:EC_B36_GCF900622635:EW036_RS07215	EW036_RS07215	yffB	ArsC family reductase		NZ_LR130545.1	1480668	1481024	-	reference GFF: annotation.gff	yffB (EW036_RS07215) — ArsC family reductase	16.284597402002124
RNA:GENE:EC_B36_GCF900622635:EW036_RS07220	EW036_RS07220	ypfM	protein YpfM		NZ_LR130545.1	1481405	1481464	+	reference GFF: annotation.gff	ypfM (EW036_RS07220) — protein YpfM	345.93329886038225
RNA:GENE:EC_B36_GCF900622635:EW036_RS07225	EW036_RS07225	acrD	multidrug efflux RND transporter permease AcrD		NZ_LR130545.1	1481563	1484676	-	reference GFF: annotation.gff	acrD (EW036_RS07225) — multidrug efflux RND transporter permease AcrD	23.760850649619492
RNA:GENE:EC_B36_GCF900622635:EW036_RS07230	EW036_RS07230	narQ	nitrate/nitrite two-component system sensor histidine kinase NarQ		NZ_LR130545.1	1484840	1486540	-	reference GFF: annotation.gff	narQ (EW036_RS07230) — nitrate/nitrite two-component system sensor histidine kinase NarQ	37.45407556738412
RNA:GENE:EC_B36_GCF900622635:EW036_RS07235	EW036_RS07235	aegA	formate-dependent uric acid utilization protein AegA		NZ_LR130545.1	1486746	1488725	+	reference GFF: annotation.gff	aegA (EW036_RS07235) — formate-dependent uric acid utilization protein AegA	4.003857625698868
RNA:GENE:EC_B36_GCF900622635:EW036_RS07240	EW036_RS07240	nudK	GDP-mannose pyrophosphatase NudK		NZ_LR130545.1	1488793	1489368	+	reference GFF: annotation.gff	nudK (EW036_RS07240) — GDP-mannose pyrophosphatase NudK	52.55063133729765
RNA:GENE:EC_B36_GCF900622635:EW036_RS07245	EW036_RS07245	ypfG	DUF1176 domain-containing protein		NZ_LR130545.1	1489494	1490537	+	reference GFF: annotation.gff	ypfG (EW036_RS07245) — DUF1176 domain-containing protein	24.66744468246659
RNA:GENE:EC_B36_GCF900622635:EW036_RS07250	EW036_RS07250	tkt	transketolase		NZ_LR130545.1	1490614	1492617	-	reference GFF: annotation.gff	tkt (EW036_RS07250) — transketolase	24.79035200582413
RNA:GENE:EC_B36_GCF900622635:EW036_RS07255	EW036_RS07255	tal	transaldolase		NZ_LR130545.1	1492637	1493587	-	reference GFF: annotation.gff	tal (EW036_RS07255) — transaldolase	44.66132670180189
RNA:GENE:EC_B36_GCF900622635:EW036_RS07260	EW036_RS07260	maeB	NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase		NZ_LR130545.1	1493876	1496155	+	reference GFF: annotation.gff	maeB (EW036_RS07260) — NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase	18.754912036168385
RNA:GENE:EC_B36_GCF900622635:EW036_RS07265	EW036_RS07265	eutS	ethanolamine utilization microcompartment protein EutS		NZ_LR130545.1	1496448	1496783	+	reference GFF: annotation.gff	eutS (EW036_RS07265) — ethanolamine utilization microcompartment protein EutS	0.4289847456105931
RNA:GENE:EC_B36_GCF900622635:EW036_RS07270	EW036_RS07270	eutP	ethanolamine utilization acetate kinase EutP		NZ_LR130545.1	1496796	1497275	+	reference GFF: annotation.gff	eutP (EW036_RS07270) — ethanolamine utilization acetate kinase EutP	0.5004822032123586
RNA:GENE:EC_B36_GCF900622635:EW036_RS07275	EW036_RS07275	eutQ	ethanolamine utilization acetate kinase EutQ		NZ_LR130545.1	1497250	1497951	+	reference GFF: annotation.gff	eutQ (EW036_RS07275) — ethanolamine utilization acetate kinase EutQ	1.300398203218436
RNA:GENE:EC_B36_GCF900622635:EW036_RS07280	EW036_RS07280	eutT	ethanolamine utilization cob(I)yrinic acid a,c-diamide adenosyltransferase EutT		NZ_LR130545.1	1497948	1498751	+	reference GFF: annotation.gff	eutT (EW036_RS07280) — ethanolamine utilization cob(I)yrinic acid a,c-diamide adenosyltransferase EutT	0.5975906904028161
RNA:GENE:EC_B36_GCF900622635:EW036_RS07285	EW036_RS07285	pta	phosphate acetyltransferase		NZ_LR130545.1	1498748	1499764	+	reference GFF: annotation.gff	pta (EW036_RS07285) — phosphate acetyltransferase	1.4172947347606615
RNA:GENE:EC_B36_GCF900622635:EW036_RS07290	EW036_RS07290	eutM	ethanolamine utilization microcompartment protein EutM		NZ_LR130545.1	1499803	1500096	+	reference GFF: annotation.gff	eutM (EW036_RS07290) — ethanolamine utilization microcompartment protein EutM	4.248991766047778
RNA:GENE:EC_B36_GCF900622635:EW036_RS07295	EW036_RS07295	eutN	ethanolamine utilization microcompartment protein EutN		NZ_LR130545.1	1500203	1500490	+	reference GFF: annotation.gff	eutN (EW036_RS07295) — ethanolamine utilization microcompartment protein EutN	1.0009644064247172
RNA:GENE:EC_B36_GCF900622635:EW036_RS07300	EW036_RS07300	eutE	aldehyde dehydrogenase family protein		NZ_LR130545.1	1500502	1501905	+	reference GFF: annotation.gff	eutE (EW036_RS07300) — aldehyde dehydrogenase family protein	0.4448730695220965
